,Employee_ID,Name,email,gender,Department,Education level,Date Hired,Still Employed,Work-Life Balance Score,Absenteeism Rate,Performance Review Score,Training Courses Attended,Current Salary,Benefits,Source of Hire,Starting Salary,Salary Growth (%),Promoted,reason_for_leaving,last_day_of_employment,root_cause_leaving,turnover_type,Performance_group
479,480,Geoffry Conibeer,gconibeerdb@trellian.com,Male,Human Resources,Bachelor's Degree,2010-08-03,True,1,Low,Good,Public Speaking Mastery,123166.88,free snacks,Recruiter,55000,123.9397818181818,Yes,,,,,Meet Expectation
480,481,Allix Humber,ahumberdc@newsvine.com,Female,Human Resources,Professional Degree,1994-09-21,True,4,High,Below Expectations,Project Management Fundamentals,72388.45,professional development opportunities,Employee referral,75000,-3.482066666666671,Yes,,,,,Low
481,482,Augusto Siggers,asiggersdd@angelfire.com,Male,Research and Development,PhD,2016-11-18,True,2,High,Exceptional,Effective Communication Skills,53937.29,company car,Employee referral,70000,-22.94672857142857,No,,,,,High
482,483,Kara Tiller,ktillerde@rambler.ru,Female,Engineering,Professional Degree,1991-11-25,True,1,Low,Unsatisfactory,Advanced Excel Techniques,134374.4,remote work option,Company website,70000,91.96342857142857,No,,,,,Low
483,484,Gwenora Ferie,gferiedf@senate.gov,Female,Training,Bachelor's Degree,1999-07-24,True,4,High,Unsatisfactory,Project Management Fundamentals,139348.35,paid time off,Social media,55000,153.3606363636364,Yes,,,,,Low
484,485,Binky Rable,brabledg@cloudflare.com,Male,Engineering,PhD,2000-09-20,True,3,Low,Satisfactory,Customer Service Excellence,60201.59,professional development opportunities,Employee referral,75000,-19.73121333333334,Yes,,,,,Meet Expectation
485,486,Morissa Stutt,mstuttdh@dedecms.com,Female,Services,Bachelor's Degree,2008-10-28,True,4,Low,Average,Leadership Development Program,54383.64,company car,Employee referral,75000,-27.48848,No,,,,,Meet Expectation
486,487,Kenny Stansby,kstansbydi@unesco.org,Male,Sales,High School Diploma,1993-08-07,True,5,Low,Outstanding,Leadership Development Program,70088.39,remote work option,Social media,85000,-17.5430705882353,No,,,,,High
487,488,Juli Bubear,jbubeardj@blogtalkradio.com,Female,Product Management,High School Diploma,1985-03-23,False,5,Moderate,Exceptional,Project Management Fundamentals,99645.31,gym membership,Recruiter,85000,17.22977647058823,No,Contract ended,2002-01-03,Contract Expiration,Involuntary,High
488,489,Kristoforo Priddie,kpriddiedk@desdev.cn,Male,Support,Master's Degree,1983-07-12,False,2,Moderate,Outstanding,Project Management Fundamentals,53468.63,health insurance,Employee referral,55000,-2.784309090909096,Yes,Personal reasons,2006-10-08,Personal - Life Events,Voluntary,High
489,490,Cammy Domenichini,cdomenichinidl@is.gd,Male,Research and Development,Professional Degree,2010-06-27,True,2,Low,Outstanding,Leadership Development Program,120360.03,flexible work hours,Social media,95000,26.69476842105263,Yes,,,,,High
490,491,Rici Gentil,rgentildm@wikipedia.org,Female,Sales,Master's Degree,2003-08-17,True,3,High,Average,Cybersecurity Basics,59623.51,performance bonuses,Company website,55000,8.406381818181822,Yes,,,,,Meet Expectation
491,492,Dacy Aitchison,daitchisondn@ebay.co.uk,Female,Support,High School Diploma,2010-05-04,True,1,Low,Superior,Negotiation Skills Workshop,95384.89,health insurance,Recruiter,85000,12.21751764705882,Yes,,,,,High
492,493,Bernadine Sutherel,bsuthereldo@wufoo.com,Female,Legal,Master's Degree,1995-09-20,True,2,High,Good,Negotiation Skills Workshop,101920.42,company car,Recruiter,90000,13.24491111111111,No,,,,,Meet Expectation
493,494,Mitchael Danilishin,mdanilishindp@bandcamp.com,Male,Services,High School Diploma,2001-01-31,True,1,Low,Outstanding,Introduction to Data Science,54518.95,flexible work hours,Employee referral,50000,9.037899999999995,No,,,,,High
494,495,Osbourne Huntall,ohuntalldq@hostgator.com,Male,Research and Development,Professional Degree,1988-12-22,False,4,Low,Superior,Effective Communication Skills,68073.91,company car,Company website,75000,-9.234786666666665,No,Found a better opportunity,2008-10-08,Career & Compensation,Voluntary,High
495,496,Angelina Ganiford,aganiforddr@bizjournals.com,Female,Sales,Bachelor's Degree,2015-12-19,True,3,High,Good,Customer Service Excellence,120974.63,company car,Employee referral,50000,141.94926,No,,,,,Meet Expectation
496,497,Demetria Sawl,dsawlds@plala.or.jp,Female,Marketing,Professional Degree,1979-12-21,False,1,Low,Good,Effective Communication Skills,71191.72,remote work option,Company website,60000,18.65286666666667,Yes,Health reasons,2003-04-26,Personal - Life Events,Voluntary,Meet Expectation
497,498,Ignaz Tavernor,itavernordt@forbes.com,Male,Product Management,Master's Degree,2012-02-15,True,3,High,Exceptional,Leadership Development Program,105826.47,professional development opportunities,Recruiter,50000,111.65294,No,,,,,High
498,499,Ibby Knight,iknightdu@baidu.com,Female,Business Development,Bachelor's Degree,2001-02-22,True,4,High,Excellent,Negotiation Skills Workshop,78190.87,professional development opportunities,Company website,70000,11.70124285714285,Yes,,,,,High
499,500,Job Lyver,jlyverdv@cpanel.net,Male,Marketing,Master's Degree,2018-07-14,True,1,Low,Satisfactory,Project Management Fundamentals,117200.55,paid time off,Recruiter,70000,67.42935714285714,No,,,,,Meet Expectation
500,501,Bond Crowter,bcrowterdw@chron.com,Male,Legal,High School Diploma,1988-01-23,False,1,Moderate,Outstanding,Effective Communication Skills,56420.23,flexible work hours,Social media,55000,2.582236363636369,No,Career change,2014-09-14,Career & Compensation,Voluntary,High
501,502,Carolyne Sedgefield,csedgefielddx@eventbrite.com,Female,Services,Bachelor's Degree,1977-04-21,False,5,Moderate,Below Expectations,Leadership Development Program,101536.36,professional development opportunities,Recruiter,75000,35.38181333333333,Yes,Personal reasons,2008-05-14,Personal - Life Events,Voluntary,Low
502,503,Archambault Mensler,amenslerdy@scribd.com,Male,Legal,PhD,1997-08-03,False,4,Moderate,Below Expectations,Introduction to Data Science,130019.28,health insurance,Job board,50000,160.03856,Yes,Company downsizing,2020-07-29,Organizational Restructuring,Involuntary,Low
503,504,Amabelle McOnie,amconiedz@noaa.gov,Female,Business Development,Bachelor's Degree,2006-07-29,True,2,Moderate,Superior,Advanced Excel Techniques,50511.52,professional development opportunities,Recruiter,55000,-8.160872727272734,No,,,,,High
504,505,Errick Clell,eclelle0@printfriendly.com,Male,Engineering,Associate's Degree,1991-05-10,True,4,Low,Good,Digital Marketing Strategies,81757.19,health insurance,Recruiter,55000,48.64943636363637,Yes,,,,,Meet Expectation
505,506,Carlen Bachelor,cbachelore1@nifty.com,Female,Training,High School Diploma,2007-01-26,True,4,Low,Superior,Digital Marketing Strategies,66968.28,free snacks,Company website,75000,-10.70896,No,,,,,High
506,507,Zacharie Drysdell,zdrysdelle2@weather.com,Male,Accounting,PhD,1998-03-09,False,3,Low,Excellent,Effective Communication Skills,144094.73,remote work option,Job board,70000,105.8496142857143,No,Personal reasons,2020-04-02,Personal - Life Events,Voluntary,High
507,508,Donal Burder,dburdere3@home.pl,Male,Legal,Professional Degree,2001-09-08,True,2,Low,Outstanding,Leadership Development Program,98699.65,company car,Company website,75000,31.59953333333332,Yes,,,,,High
508,509,Kendra Losel,klosele4@sciencedirect.com,Female,Accounting,Master's Degree,1995-05-08,True,3,Low,Outstanding,Project Management Fundamentals,46203.37,company car,Employee referral,60000,-22.99438333333333,Yes,,,,,High
509,510,Edan Powles,epowlese5@weibo.com,Male,Research and Development,Master's Degree,1996-05-06,True,5,Moderate,Exceptional,Public Speaking Mastery,77981.32,gym membership,Recruiter,95000,-17.91439999999999,Yes,,,,,High
510,511,Corbie Kleen,ckleene6@dell.com,Male,Accounting,Associate's Degree,1999-08-24,False,3,High,Satisfactory,Public Speaking Mastery,74932.45,401k matching,Social media,80000,-6.334437500000003,Yes,Contract ended,2004-06-26,Contract Expiration,Involuntary,Meet Expectation
511,512,Deborah Iles,dilese7@symantec.com,Female,Accounting,Professional Degree,1996-08-04,True,3,Low,Good,Introduction to Data Science,106610.16,gym membership,Company website,55000,93.83665454545456,Yes,,,,,Meet Expectation
512,513,Mannie Magne,mmagnee8@paginegialle.it,Male,Accounting,Master's Degree,2007-06-03,True,2,Low,Superior,Customer Service Excellence,131545.34,health insurance,Recruiter,80000,64.431675,No,,,,,High
513,514,Sibley O'Kennavain,sokennavaine9@ifeng.com,Female,Training,Bachelor's Degree,1988-09-14,False,5,Moderate,Unsatisfactory,Advanced Excel Techniques,112871.59,remote work option,Employee referral,80000,41.0894875,Yes,Retirement,2003-03-20,Natural Attrition,Voluntary,Low
514,515,Cindie McLoughlin,cmcloughlinea@kickstarter.com,Female,Marketing,Bachelor's Degree,1991-07-31,True,5,High,Below Expectations,Advanced Excel Techniques,124816.01,remote work option,Recruiter,80000,56.02001249999999,Yes,,,,,Low
515,516,Dillon Quantick,dquantickeb@dyndns.org,Male,Legal,Associate's Degree,2006-05-25,True,3,Moderate,Superior,Negotiation Skills Workshop,114474.76,paid time off,Company website,65000,76.11501538461538,Yes,,,,,High
516,517,Bryant Courtier,bcourtierec@posterous.com,Male,Research and Development,PhD,2021-05-09,True,2,High,Below Expectations,Project Management Fundamentals,100818.6,401k matching,Company website,90000,12.02066666666667,No,,,,,Low
517,518,Warren Kyteley,wkyteleyed@liveinternet.ru,Male,Training,High School Diploma,2009-08-02,True,3,High,Unsatisfactory,Effective Communication Skills,112525.11,401k matching,Recruiter,60000,87.54185,No,,,,,Low
518,519,Bryce Kearney,bkearneyee@jugem.jp,Male,Services,Bachelor's Degree,1993-10-05,True,2,High,Outstanding,Advanced Excel Techniques,67902.3,remote work option,Company website,60000,13.1705,Yes,,,,,High
519,520,Lanie Kimbley,lkimbleyef@bing.com,Male,Sales,High School Diploma,2013-04-10,True,1,Low,Satisfactory,Public Speaking Mastery,80836.25,company car,Employee referral,75000,7.781666666666667,Yes,,,,,Meet Expectation
520,521,Cynthia Wiggans,cwigganseg@behance.net,Female,Services,Bachelor's Degree,2007-07-05,True,4,Moderate,Average,Cybersecurity Basics,62770.89,401k matching,Company website,65000,-3.429400000000001,Yes,,,,,Meet Expectation
521,522,Jarrid Featherstonhaugh,jfeatherstonhaugheh@hp.com,Male,Training,Professional Degree,2013-10-16,True,2,Low,Outstanding,Leadership Development Program,67791.26,professional development opportunities,Social media,75000,-9.61165333333334,No,,,,,High
522,523,Cherry Kersley,ckersleyei@yale.edu,Female,Marketing,Associate's Degree,1996-03-05,True,3,Moderate,Superior,Advanced Excel Techniques,116153.02,401k matching,Company website,65000,78.69695384615385,No,,,,,High
523,524,Ahmed Froude,afroudeej@pinterest.com,Male,Research and Development,High School Diploma,1990-04-04,True,3,Moderate,Average,Leadership Development Program,139583.02,performance bonuses,Social media,85000,64.21531764705881,Yes,,,,,Meet Expectation
524,525,Berkly McGahey,bmcgaheyek@wunderground.com,Male,Human Resources,Bachelor's Degree,2001-06-24,False,5,High,Below Expectations,Project Management Fundamentals,128467.55,company car,Recruiter,65000,97.64238461538464,Yes,Retirement,2010-01-15,Natural Attrition,Voluntary,Low
525,526,Deloris Bettlestone,dbettlestoneel@cargocollective.com,Female,Human Resources,Professional Degree,2013-04-26,True,1,High,Average,Cybersecurity Basics,56085.3,remote work option,Company website,50000,12.17060000000001,Yes,,,,,Meet Expectation
526,527,Trudy Tomicki,ttomickiem@house.gov,Female,Product Management,High School Diploma,1991-03-08,False,3,Low,Good,Effective Communication Skills,100192.9,health insurance,Company website,85000,17.87399999999999,Yes,Personal reasons,2012-11-12,Personal - Life Events,Voluntary,Meet Expectation
527,528,Christye McGeachy,cmcgeachyen@163.com,Female,Human Resources,Master's Degree,2001-09-06,False,5,Moderate,Excellent,Effective Communication Skills,146945.95,company car,Company website,70000,109.9227857142857,No,Found a better opportunity,2019-09-03,Career & Compensation,Voluntary,High
528,529,Hertha Parriss,hparrisseo@cloudflare.com,Female,Marketing,Bachelor's Degree,1996-02-28,True,2,Moderate,Excellent,Project Management Fundamentals,103704.18,free snacks,Job board,70000,48.14882857142856,No,,,,,High
529,530,Frants Endon,fendonep@imgur.com,Male,Sales,Professional Degree,1990-10-08,False,4,High,Outstanding,Cybersecurity Basics,89695.04,remote work option,Social media,90000,-0.3388444444444516,No,Retirement,2017-06-02,Natural Attrition,Voluntary,High
530,531,Wallis Maunton,wmauntoneq@google.de,Female,Sales,Professional Degree,2021-02-22,True,1,Low,Exceptional,Cybersecurity Basics,137908.67,professional development opportunities,Job board,60000,129.8477833333334,Yes,,,,,High
531,532,Evita Kemmet,ekemmeter@flickr.com,Female,Services,PhD,2001-05-22,False,1,Moderate,Satisfactory,Customer Service Excellence,137812.58,performance bonuses,Company website,50000,175.62516,No,Lack of growth opportunities,2013-12-24,Career & Compensation,Voluntary,Meet Expectation
532,533,Fredric Gason,fgasones@nationalgeographic.com,Male,Services,Master's Degree,2011-05-26,False,2,Moderate,Outstanding,Customer Service Excellence,43227.76,free snacks,Company website,80000,-45.9653,Yes,Relocation,2023-12-12,Personal - Life Events,Voluntary,High
533,534,Stephine Helin,shelinet@google.de,Female,Human Resources,Associate's Degree,2022-01-24,True,2,High,Superior,Introduction to Data Science,71214.48,paid time off,Job board,85000,-16.21825882352942,No,,,,,High
534,535,Evita Kuban,ekubaneu@so-net.ne.jp,Female,Product Management,Associate's Degree,2008-05-23,True,3,Low,Superior,Cybersecurity Basics,96926.59,free snacks,Company website,70000,38.46655714285714,Yes,,,,,High
535,536,Hamlen Schoular,hschoularev@ocn.ne.jp,Male,Engineering,Associate's Degree,2003-03-13,False,3,Moderate,Superior,Effective Communication Skills,68077.66,paid time off,Company website,70000,-2.746199999999995,Yes,Found a better opportunity,2016-01-04,Career & Compensation,Voluntary,High
536,537,Perry Iacovini,piacoviniew@smh.com.au,Female,Engineering,PhD,2007-12-17,False,5,Moderate,Needs Improvement,Advanced Excel Techniques,102223.18,flexible work hours,Job board,50000,104.44636,Yes,Personal reasons,2010-04-19,Personal - Life Events,Voluntary,Low
537,538,Milty Gerred,mgerredex@baidu.com,Male,Support,Professional Degree,2021-06-21,True,2,High,Needs Improvement,Introduction to Data Science,87302.88,health insurance,Recruiter,90000,-2.996799999999995,Yes,,,,,Low
538,539,Claresta Sutworth,csutworthey@usa.gov,Female,Product Management,PhD,2016-09-17,True,1,High,Excellent,Public Speaking Mastery,103778.82,401k matching,Social media,70000,48.25545714285715,No,,,,,High
539,540,Charmine Flannigan,cflanniganez@gizmodo.com,Female,Product Management,Associate's Degree,2005-08-05,True,4,High,Outstanding,Customer Service Excellence,130549.5,gym membership,Social media,95000,37.42052631578947,Yes,,,,,High
540,541,Jeanne Klehyn,jklehynf0@shareasale.com,Female,Human Resources,Associate's Degree,2020-12-04,True,3,Low,Outstanding,Customer Service Excellence,136202.02,company car,Social media,75000,81.60269333333332,No,,,,,High
541,542,Ava Alban,aalbanf1@blogtalkradio.com,Female,Product Management,Associate's Degree,2016-05-19,False,5,High,Average,Effective Communication Skills,46629.09,remote work option,Employee referral,70000,-33.38701428571429,No,Family commitments,2020-11-24,Personal - Life Events,Voluntary,Meet Expectation
542,543,Evin Philipsson,ephilipssonf2@symantec.com,Male,Research and Development,Professional Degree,2003-07-30,False,2,Moderate,Superior,Introduction to Data Science,77641.75,gym membership,Employee referral,90000,-13.73138888888889,Yes,Found a better opportunity,2021-07-02,Career & Compensation,Voluntary,High
543,544,Michail Caddell,mcaddellf3@accuweather.com,Male,Support,Associate's Degree,1998-11-28,True,2,Moderate,Unsatisfactory,Introduction to Data Science,100557.79,professional development opportunities,Employee referral,65000,54.70429230769229,No,,,,,Low
544,545,Jesse Jiruch,jjiruchf4@ftc.gov,Male,Marketing,High School Diploma,1993-06-03,True,4,High,Outstanding,Advanced Excel Techniques,66839.46,remote work option,Employee referral,85000,-21.36534117647058,No,,,,,High
545,546,Ame Najera,anajeraf5@samsung.com,Female,Engineering,PhD,2009-04-18,True,1,Moderate,Unsatisfactory,Leadership Development Program,72537.21,paid time off,Social media,80000,-9.328487499999992,Yes,,,,,Low
546,547,Dulcie Aseef,daseeff6@storify.com,Female,Marketing,Master's Degree,1990-07-03,True,4,Low,Below Expectations,Cybersecurity Basics,49985.27,company car,Employee referral,60000,-16.69121666666667,Yes,,,,,Low
547,548,Dean Mathiassen,dmathiassenf7@cornell.edu,Male,Training,Master's Degree,2017-03-25,True,4,High,Exceptional,Effective Communication Skills,51792.87,professional development opportunities,Social media,95000,-45.48118947368421,No,,,,,High
548,549,Lenna Haslegrave,lhaslegravef8@typepad.com,Female,Research and Development,High School Diploma,1993-09-11,False,4,Low,Outstanding,Effective Communication Skills,112467.81,paid time off,Job board,70000,60.6683,Yes,Lack of growth opportunities,2022-05-17,Career & Compensation,Voluntary,High
549,550,Lizbeth Tatlow,ltatlowf9@about.me,Female,Accounting,Professional Degree,2008-08-22,True,2,High,Good,Leadership Development Program,60581.46,company car,Job board,95000,-36.23004210526316,Yes,,,,,Meet Expectation
550,551,Inness Gillum,igillumfa@google.com.br,Male,Support,Bachelor's Degree,2017-12-31,True,3,High,Good,Project Management Fundamentals,78758.46,performance bonuses,Recruiter,55000,43.19720000000002,No,,,,,Meet Expectation
551,552,Alexandro Shoreman,ashoremanfb@wordpress.com,Male,Human Resources,Associate's Degree,2008-05-01,True,2,High,Needs Improvement,Negotiation Skills Workshop,46507.29,health insurance,Recruiter,80000,-41.8658875,Yes,,,,,Low
552,553,James Pelz,jpelzfc@ning.com,Male,Sales,Master's Degree,1992-08-24,True,2,High,Unsatisfactory,Leadership Development Program,43907.53,professional development opportunities,Employee referral,60000,-26.82078333333334,No,,,,,Low
553,554,Markos Foulstone,mfoulstonefd@a8.net,Male,Sales,Associate's Degree,2001-10-18,True,5,Low,Outstanding,Negotiation Skills Workshop,143293.27,401k matching,Recruiter,80000,79.1165875,No,,,,,High
554,555,Isaiah Kwiek,ikwiekfe@nih.gov,Male,Sales,Bachelor's Degree,1991-10-30,True,5,High,Outstanding,Cybersecurity Basics,87844.18,remote work option,Recruiter,55000,59.7166909090909,Yes,,,,,High
555,556,Nap Gowland,ngowlandff@nytimes.com,Male,Marketing,PhD,1977-10-04,False,5,High,Exceptional,Introduction to Data Science,63621.74,free snacks,Company website,80000,-20.472825,Yes,Lack of growth opportunities,2007-05-20,Career & Compensation,Voluntary,High
556,557,Donna Critzen,dcritzenfg@ocn.ne.jp,Female,Sales,High School Diploma,2005-12-10,True,1,High,Good,Digital Marketing Strategies,118115.48,paid time off,Recruiter,75000,57.48730666666666,Yes,,,,,Meet Expectation
557,558,Nanice Nurcombe,nnurcombefh@wufoo.com,Female,Product Management,Professional Degree,2021-11-04,True,2,Low,Unsatisfactory,Leadership Development Program,72723.45,flexible work hours,Recruiter,55000,32.22445454545454,No,,,,,Low
558,559,Isidoro Stopper,istopperfi@diigo.com,Male,Sales,High School Diploma,1990-11-10,False,4,Moderate,Good,Digital Marketing Strategies,42742.93,flexible work hours,Recruiter,75000,-43.00942666666667,No,Career change,2016-03-21,Career & Compensation,Voluntary,Meet Expectation
559,560,Tibold Astall,tastallfj@marriott.com,Male,Legal,Professional Degree,1994-04-16,False,1,Moderate,Outstanding,Public Speaking Mastery,71083.52,company car,Company website,80000,-11.14559999999999,Yes,Contract ended,2018-12-11,Contract Expiration,Involuntary,High
560,561,Malinde Beames,mbeamesfk@devhub.com,Female,Support,PhD,1990-05-23,False,4,Low,Good,Leadership Development Program,138517.1,flexible work hours,Recruiter,75000,84.68946666666668,Yes,Relocation,2017-04-21,Personal - Life Events,Voluntary,Meet Expectation
561,562,Mercedes Dobbings,mdobbingsfl@icq.com,Female,Legal,Associate's Degree,2002-06-27,False,1,Moderate,Outstanding,Cybersecurity Basics,119889.69,health insurance,Employee referral,60000,99.81615,Yes,Company downsizing,2007-08-17,Organizational Restructuring,Involuntary,High
562,563,Andrei Sturror,asturrorfm@live.com,Female,Product Management,High School Diploma,2001-02-17,True,5,Moderate,Needs Improvement,Leadership Development Program,52972.87,gym membership,Employee referral,85000,-37.67897647058823,Yes,,,,,Low
563,564,Timmi Novill,tnovillfn@nymag.com,Female,Engineering,High School Diploma,2023-07-05,True,4,High,Average,Effective Communication Skills,45983.55,company car,Employee referral,90000,-48.90716666666666,No,,,,,Meet Expectation
564,565,Lind Kiehne,lkiehnefo@amazon.com,Male,Product Management,Associate's Degree,1992-11-19,True,4,Moderate,Average,Advanced Excel Techniques,122778.03,gym membership,Job board,50000,145.55606,No,,,,,Meet Expectation
565,566,Jermaine Fordy,jfordyfp@mit.edu,Male,Accounting,PhD,2012-10-16,True,1,Low,Exceptional,Introduction to Data Science,103755.51,company car,Company website,70000,48.22215714285714,Yes,,,,,High
566,567,Hy Harly,hharlyfq@blinklist.com,Male,Services,Bachelor's Degree,2017-09-11,True,3,Low,Below Expectations,Project Management Fundamentals,100571.31,paid time off,Company website,60000,67.61885,Yes,,,,,Low
567,568,Rubin Churm,rchurmfr@goo.ne.jp,Male,Engineering,High School Diploma,2013-05-20,True,5,Low,Below Expectations,Customer Service Excellence,68328.83,performance bonuses,Recruiter,90000,-24.07907777777778,Yes,,,,,Low
568,569,Ray Lougheid,rlougheidfs@sohu.com,Male,Product Management,Bachelor's Degree,2004-11-19,False,3,High,Outstanding,Effective Communication Skills,45609.49,professional development opportunities,Company website,55000,-17.07365454545455,No,Family commitments,2015-06-04,Personal - Life Events,Voluntary,High
569,570,Wat Parell,wparellft@umn.edu,Male,Accounting,High School Diploma,2014-07-03,True,4,High,Needs Improvement,Leadership Development Program,146643.16,professional development opportunities,Company website,50000,193.28632,Yes,,,,,Low
570,571,Tabb Mohammad,tmohammadfu@jiathis.com,Male,Product Management,High School Diploma,2021-07-30,True,2,High,Satisfactory,Digital Marketing Strategies,102810.3,professional development opportunities,Recruiter,60000,71.35050000000001,No,,,,,Meet Expectation
571,572,Krishna Cattrell,kcattrellfv@hc360.com,Male,Legal,Associate's Degree,1990-03-27,True,5,High,Exceptional,Public Speaking Mastery,129757.53,paid time off,Social media,95000,36.58687368421052,No,,,,,High
572,573,Hiram Chazotte,hchazottefw@soundcloud.com,Male,Human Resources,High School Diploma,2009-12-24,False,3,High,Outstanding,Introduction to Data Science,92961.87,professional development opportunities,Employee referral,90000,3.290966666666661,Yes,Retirement,2023-04-05,Natural Attrition,Voluntary,High
573,574,Linus McLinden,lmclindenfx@wix.com,Male,Training,Bachelor's Degree,1996-09-17,False,3,Moderate,Below Expectations,Project Management Fundamentals,52935.56,health insurance,Job board,90000,-41.18271111111112,No,Health reasons,2019-05-12,Personal - Life Events,Voluntary,Low
574,575,Egan Pounsett,epounsettfy@last.fm,Male,Training,High School Diploma,1992-10-24,True,3,High,Below Expectations,Effective Communication Skills,84466.4,health insurance,Recruiter,75000,12.62186666666666,Yes,,,,,Low
575,576,Micheal Rigeby,mrigebyfz@microsoft.com,Male,Training,Bachelor's Degree,1984-11-18,False,4,High,Unsatisfactory,Customer Service Excellence,84784.54,paid time off,Employee referral,85000,-0.253482352941184,Yes,Retirement,2012-07-16,Natural Attrition,Voluntary,Low
576,577,Meridith Board,mboardg0@soup.io,Female,Support,Associate's Degree,2010-10-22,True,1,Low,Outstanding,Customer Service Excellence,131991.27,free snacks,Company website,55000,139.9841272727272,Yes,,,,,High
577,578,Gerrard Moseby,gmosebyg1@ibm.com,Male,Marketing,High School Diploma,2003-10-23,True,4,Moderate,Good,Public Speaking Mastery,78611.53,paid time off,Employee referral,70000,12.30218571428571,Yes,,,,,Meet Expectation
578,579,Duane Enston,denstong2@apache.org,Male,Business Development,PhD,1999-04-12,False,3,High,Average,Negotiation Skills Workshop,132752.2,performance bonuses,Recruiter,55000,141.3676363636364,No,Found a better opportunity,2023-03-04,Career & Compensation,Voluntary,Meet Expectation
579,580,Nicky Sauvain,nsauvaing3@answers.com,Female,Accounting,High School Diploma,2011-03-11,True,5,Low,Average,Customer Service Excellence,80665.28,free snacks,Job board,75000,7.553706666666665,Yes,,,,,Meet Expectation
580,581,Dietrich Augustus,daugustusg4@themeforest.net,Male,Human Resources,Associate's Degree,1999-11-16,True,5,Moderate,Good,Project Management Fundamentals,74626.22,company car,Job board,55000,35.68403636363637,No,,,,,Meet Expectation
581,582,Tally Doppler,tdopplerg5@statcounter.com,Female,Support,Bachelor's Degree,2002-11-12,False,5,Moderate,Unsatisfactory,Digital Marketing Strategies,126651.68,performance bonuses,Employee referral,65000,94.84873846153845,Yes,Company downsizing,2023-05-23,Organizational Restructuring,Involuntary,Low
582,583,Marchelle Rameaux,mrameauxg6@nasa.gov,Female,Engineering,Master's Degree,1995-06-06,True,1,High,Outstanding,Effective Communication Skills,66748.6,401k matching,Social media,85000,-21.47223529411764,Yes,,,,,High
583,584,Erinn Caress,ecaressg7@adobe.com,Female,Training,High School Diploma,2000-09-09,False,1,Moderate,Unsatisfactory,Public Speaking Mastery,102860.28,gym membership,Company website,70000,46.94325714285714,Yes,Relocation,2006-11-26,Personal - Life Events,Voluntary,Low
584,585,Danyelle McCaffrey,dmccaffreyg8@redcross.org,Female,Marketing,Professional Degree,1995-08-23,True,5,High,Below Expectations,Cybersecurity Basics,102657.4,performance bonuses,Company website,85000,20.77341176470588,Yes,,,,,Low
585,586,Merwyn Alvy,malvyg9@webnode.com,Male,Research and Development,PhD,2002-04-22,False,1,High,Satisfactory,Public Speaking Mastery,145154.31,professional development opportunities,Social media,50000,190.30862,Yes,Family commitments,2008-06-11,Personal - Life Events,Voluntary,Meet Expectation
586,587,Rolando Carleman,rcarlemanga@exblog.jp,Male,Marketing,Professional Degree,1998-03-28,False,3,Low,Average,Leadership Development Program,95432.03,professional development opportunities,Job board,65000,46.81850769230769,No,Found a better opportunity,2002-06-19,Career & Compensation,Voluntary,Meet Expectation
587,588,Anna-diana Brandom,abrandomgb@prlog.org,Female,Legal,Master's Degree,2018-09-03,True,2,Moderate,Superior,Advanced Excel Techniques,63223.74,company car,Social media,70000,-9.680371428571432,Yes,,,,,High
588,589,Burg Moon,bmoongc@walmart.com,Male,Marketing,Associate's Degree,1980-02-20,False,2,High,Superior,Negotiation Skills Workshop,48382.94,flexible work hours,Job board,60000,-19.36176666666666,No,Contract ended,2004-11-30,Contract Expiration,Involuntary,High
589,590,Ebenezer Trouncer,etrouncergd@flickr.com,Male,Training,Bachelor's Degree,1997-09-14,True,3,High,Average,Public Speaking Mastery,132386.62,professional development opportunities,Recruiter,90000,47.09624444444444,No,,,,,Meet Expectation
590,591,Pennie O'Shee,posheege@fda.gov,Male,Human Resources,Bachelor's Degree,2009-11-02,False,5,High,Superior,Customer Service Excellence,54489.5,gym membership,Recruiter,70000,-22.15785714285714,Yes,Found a better opportunity,2013-11-05,Career & Compensation,Voluntary,High
591,592,Orran Gatherell,ogatherellgf@auda.org.au,Male,Research and Development,Bachelor's Degree,1992-08-27,True,2,High,Average,Project Management Fundamentals,128534.94,paid time off,Company website,65000,97.74606153846152,No,,,,,Meet Expectation
592,593,Mikkel Iglesiaz,miglesiazgg@slashdot.org,Male,Support,Professional Degree,2013-07-16,False,4,Moderate,Excellent,Project Management Fundamentals,42114.02,company car,Social media,85000,-50.45409411764707,No,Contract ended,2021-12-25,Contract Expiration,Involuntary,High
593,594,Dino Mawtus,dmawtusgh@qq.com,Male,Sales,Associate's Degree,2007-02-06,True,4,Low,Below Expectations,Effective Communication Skills,61394.12,professional development opportunities,Social media,60000,2.323533333333338,Yes,,,,,Low
594,595,Agnola Furlonge,afurlongegi@livejournal.com,Female,Training,PhD,2008-01-14,True,4,Moderate,Needs Improvement,Leadership Development Program,48576.16,paid time off,Company website,90000,-46.02648888888888,Yes,,,,,Low
595,596,Sylvan Bollon,sbollongj@networksolutions.com,Male,Sales,High School Diploma,2016-08-08,True,4,Low,Average,Public Speaking Mastery,124562.71,gym membership,Job board,60000,107.6045166666667,No,,,,,Meet Expectation
